"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOC7PUS","200910","69.105","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","200911","56.686","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","200912","53.807","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","200913","810.103","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201001","67.022","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201002","72.246","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201003","99.543","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201004","109.711","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201005","121.116","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201006","122.207","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201007","128.29","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201008","126.958","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201009","115.794","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201010","105.534","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201011","86.568","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201012","82.172","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201013","1237.163","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201101","109.435","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201102","117.966","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201103","162.537","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201104","179.139","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201105","197.763","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201106","199.544","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201107","209.477","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201108","207.301","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201109","189.073","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201110","172.32","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201111","141.352","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201112","134.174","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201113","2020.081","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201201","181.527","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201202","195.677","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201203","269.61","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201204","297.149","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201205","328.04","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201206","330.995","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201207","347.472","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201208","343.863","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201209","313.626","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201210","285.838","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201211","234.468","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201212","222.562","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201213","3350.826","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201301","217.971","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201302","234.961","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201303","323.738","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201304","356.805","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201305","393.898","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201306","397.447","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201307","417.231","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201308","412.897","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201309","376.59","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201310","343.223","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201311","281.54","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201312","267.244","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201313","4023.545","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201401","299.575","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201402","321.615","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201403","431.851","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201404","466.679","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201405","512.374","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201406","509.815","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201407","528.809","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201408","520.124","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201409","468.597","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201410","419.204","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201411","338.398","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201412","328.668","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201413","5145.709","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201501","327.17","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201502","356.206","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201503","478.57","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201504","524.625","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201505","573.676","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201506","571.011","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201507","596.027","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201508","575.342","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201509","515.384","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201510","455.07","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201511","367.11","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201512","349.117","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201513","5689.309","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201601","346.482","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201602","398.353","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201603","519.53","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201604","565.76","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201605","615.622","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201606","622.688","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201607","640.219","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201608","619.59","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201609","556.393","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201610","493.381","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201611","392.604","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201612","387.106","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201613","6157.727","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201701","420.402","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201702","458.018","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201703","629.04","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201704","698.666","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201705","769.765","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201706","777.299","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201707","807.702","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201708","787.829","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201709","709.376","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201710","632.441","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201711","501.798","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201712","492.235","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201713","7684.572","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201801","552.416","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201802","604.665","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201803","819.573","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201804","906.819","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201805","991.798","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201806","1003.017","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201807","1035.973","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201808","992.615","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201809","892.82","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201810","786.322","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201811","623.424","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201812","588.925","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201813","9798.367","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201901","628.861","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201902","676.08","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201903","932.929","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201904","1032.372","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201905","1110.47","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201906","1118.149","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201907","1171.399","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201908","1116.011","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201909","994.126","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201910","880.614","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201911","683.094","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201912","657.466","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","201913","11001.571","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202001","736.316","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202002","834.119","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202003","1082.091","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202004","1189.295","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202005","1309.197","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202006","1305.329","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202007","1356.084","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202008","1301.817","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202009","1159.246","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202010","1018.045","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202011","808.997","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202012","783.243","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202013","12883.779","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202101","861.408","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202102","934.525","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202103","1273.138","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202104","1412.572","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202105","1539.546","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOC7PUS","202106","1555.012","2","Distributed Solar Photovoltaic Generation: Commercial Sector","Million Kilowatthours"
"SOI7PUS","194913","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195013","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195113","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195213","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195313","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195413","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195513","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195613","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195713","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195813","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","195913","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196013","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196113","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196213","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196313","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196413","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196513","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196613","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196713","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196813","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","196913","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197013","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197113","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197213","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197301","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197302","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197303","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197304","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197305","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197306","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197307","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197308","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197309","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197310","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197311","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197312","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197313","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197401","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197402","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197403","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197404","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197405","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197406","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197407","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197408","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197409","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197410","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197411","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197412","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197413","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197501","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197502","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197503","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197504","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197505","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197506","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197507","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197508","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197509","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197510","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197511","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197512","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197513","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197601","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197602","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197603","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197604","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197605","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197606","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197607","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197608","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197609","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197610","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197611","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197612","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197613","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197701","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197702","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197703","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197704","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197705","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197706","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197707","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197708","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197709","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197710","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197711","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197712","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197713","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197801","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197802","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197803","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197804","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197805","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197806","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197807","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197808","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
"SOI7PUS","197809","Not Available","3","Distributed Solar Photovoltaic Generation: Industrial Sector","Million Kilowatthours"
