"Series Key",EBA.SE-ALL.D.H,"Series Key",EBA.TVA-ALL.D.H
"Series Name","Demand for Southeast (region), hourly - UTC time","Series Name","Demand for Tennessee Valley Authority (TVA), hourly - UTC time"
Units,megawatthours,Units,megawatthours
Frequency,H,Frequency,H
"Start Date",20150701T06Z,"Start Date",20150701T06Z
"End Date",20211012T11Z,"End Date",20211012T11Z
Source,,Source,

20160506T19Z,22229,20160419T22Z,17255
20160506T18Z,22215,20160419T21Z,17302
20160506T17Z,21369,20160419T20Z,17074
20160506T16Z,22116,20160419T19Z,16932
20160506T15Z,22241,20160419T18Z,16677
20160506T14Z,22047,20160419T17Z,16530
20160506T13Z,21110,20160419T16Z,16081
20160506T12Z,21739,20160419T15Z,16007
20160506T11Z,21259,20160419T14Z,15784
20160506T10Z,19297,20160419T13Z,15773
20160506T09Z,18293,20160419T12Z,15462
20160506T08Z,18124,20160419T11Z,14233
20160506T07Z,18252,20160419T10Z,12866
20160506T06Z,18762,20160419T09Z,12376
20160506T05Z,19196,20160419T08Z,12412
20160506T04Z,20904,20160419T07Z,12709
20160506T03Z,22211,20160419T06Z,13137
20160506T02Z,23361,20160419T05Z,13935
20160506T01Z,22663,20160419T04Z,15352
20160506T00Z,21944,20160419T03Z,16996
20160505T23Z,22321,20160419T02Z,18234
20160505T22Z,22593,20160419T01Z,18290
20160505T21Z,22839,20160419T00Z,18083
20160505T20Z,22423,20160418T23Z,18455
20160505T19Z,22427,20160418T22Z,18458
20160505T18Z,22509,20160418T21Z,18231
20160505T17Z,22694,20160418T20Z,17767
20160505T16Z,22613,20160418T19Z,17307
20160505T15Z,22306,20160418T18Z,16899
20160505T14Z,22181,20160418T17Z,16452
20160505T13Z,21772,20160418T16Z,16190
20160505T12Z,21442,20160418T15Z,15811
20160505T11Z,19991,20160418T14Z,15719
20160505T10Z,19281,20160418T13Z,15570
20160505T09Z,18500,20160418T12Z,15185
20160505T08Z,18358,20160418T11Z,13897
20160505T07Z,18553,20160418T10Z,12554
20160505T06Z,19011,20160418T09Z,11921
20160505T05Z,19823,20160418T08Z,11776
20160505T04Z,21017,20160418T07Z,11991
20160505T03Z,23285,20160418T06Z,12309
20160505T02Z,24870,20160418T05Z,13028
20160505T01Z,25047,20160418T04Z,14310
20160505T00Z,24763,20160418T03Z,15587
20160504T23Z,25216,20160418T02Z,16534
20160504T22Z,25238,20160418T01Z,16459
20160504T21Z,24805,20160418T00Z,16337
20160504T20Z,24804,20160417T23Z,16558
20160504T19Z,24902,20160417T22Z,16242
20160504T18Z,24569,20160417T21Z,15765
20160504T17Z,24164,20160417T20Z,15276
20160504T16Z,23902,20160417T19Z,14890
20160504T15Z,23400,20160417T18Z,14478
20160504T14Z,22956,20160417T17Z,14087
20160504T13Z,22038,20160417T16Z,14027
20160504T12Z,21995,20160417T15Z,13886
20160504T11Z,21610,20160417T14Z,13716
20160504T10Z,20070,20160417T13Z,13009
20160504T09Z,19220,20160417T12Z,12221
20160504T08Z,19474,20160417T11Z,11841
20160504T07Z,19788,20160417T10Z,11498
20160504T06Z,20512,20160417T09Z,11337
20160504T05Z,21668,20160417T08Z,11432
20160504T04Z,23345,20160417T07Z,11720
20160504T03Z,25220,20160417T06Z,12184
20160504T02Z,26860,20160417T05Z,12902
20160504T01Z,26717,20160417T04Z,13912
20160504T00Z,26803,20160417T03Z,15022
20160503T23Z,27502,20160417T02Z,15803
20160503T22Z,28221,20160417T01Z,15715
20160503T21Z,27960,20160417T00Z,15582
20160503T20Z,27952,20160416T23Z,15830
20160503T19Z,27339,20160416T22Z,15708
20160503T18Z,26835,20160416T21Z,15384
20160503T17Z,26358,20160416T20Z,15031
20160503T16Z,25892,20160416T19Z,14884
20160503T15Z,25349,20160416T18Z,14746
20160503T14Z,24755,20160416T17Z,14683
20160503T13Z,24162,20160416T16Z,14667
20160503T12Z,23608,20160416T15Z,14499
20160503T11Z,22396,20160416T14Z,14252
20160503T10Z,21027,20160416T13Z,13616
20160503T09Z,20210,20160416T12Z,12967
20160503T08Z,20205,20160416T11Z,12588
20160503T07Z,20621,20160416T10Z,12229
20160503T06Z,21443,20160416T09Z,11994
20160503T05Z,22627,20160416T08Z,12026
20160503T04Z,24035,20160416T07Z,12314
20160503T03Z,25586,20160416T06Z,12699
20160503T02Z,27406,20160416T05Z,13415
20160503T01Z,28073,20160416T04Z,14427
20160503T00Z,28006,20160416T03Z,15499
20160502T23Z,28489,20160416T02Z,16197
20160502T22Z,29289,20160416T01Z,16021
20160502T21Z,29746,20160416T00Z,15507
20160502T20Z,29810,20160415T23Z,15670
20160502T19Z,29675,20160415T22Z,15806
20160502T18Z,29121,20160415T21Z,15766
20160502T17Z,28236,20160415T20Z,15731
20160502T16Z,27466,20160415T19Z,15749
20160502T15Z,25972,20160415T18Z,15694
20160502T14Z,24947,20160415T17Z,15856
20160502T13Z,23852,20160415T16Z,16055
20160502T12Z,23053,20160415T15Z,15911
20160502T11Z,22423,20160415T14Z,15934
20160502T10Z,20206,20160415T13Z,15813
20160502T09Z,19090,20160415T12Z,15471
20160502T08Z,18975,20160415T11Z,14155
20160502T07Z,19314,20160415T10Z,12892
20160502T06Z,19916,20160415T09Z,12484
20160502T05Z,21147,20160415T08Z,12410
20160502T04Z,22565,20160415T07Z,12607
20160502T03Z,24280,20160415T06Z,13036
20160502T02Z,25500,20160415T05Z,13674
20160502T01Z,26320,20160415T04Z,14919
20160502T00Z,25903,20160415T03Z,16112
20160501T23Z,26232,20160415T02Z,16941
20160501T22Z,26693,20160415T01Z,16818
20160501T21Z,28251,20160415T00Z,16019
20160501T20Z,25700,20160414T23Z,15891
20160501T19Z,27028,20160414T22Z,15932
20160501T18Z,26787,20160414T21Z,15678
20160501T17Z,25818,20160414T20Z,15796
20160501T16Z,24668,20160414T19Z,15749
20160501T15Z,23465,20160414T18Z,15951
20160501T14Z,21710,20160414T17Z,15990
20160501T13Z,20307,20160414T16Z,16003
20160501T12Z,19340,20160414T15Z,16065
20160501T11Z,19157,20160414T14Z,16135
20160501T10Z,17512,20160414T13Z,16095
20160501T09Z,19064,20160414T12Z,15952
20160501T08Z,19540,20160414T11Z,14626
20160501T07Z,19993,20160414T10Z,13204
20160501T06Z,20837,20160414T09Z,12529
20160501T05Z,21800,20160414T08Z,12561
20160501T04Z,23506,20160414T07Z,12645
20160501T03Z,24737,20160414T06Z,12909
20160501T02Z,25483,20160414T05Z,13547
20160501T01Z,25872,20160414T04Z,14680
20160501T00Z,26098,20160414T03Z,15880
20160430T23Z,26632,20160414T02Z,16630
20160430T22Z,28058,20160414T01Z,16534
20160430T21Z,28268,20160414T00Z,15669
20160430T20Z,27981,20160413T23Z,15604
20160430T19Z,27696,20160413T22Z,15444
20160430T18Z,27263,20160413T21Z,15281
20160430T17Z,26342,20160413T20Z,15322
20160430T16Z,25207,20160413T19Z,15410
20160430T15Z,23777,20160413T18Z,15711
20160430T14Z,22183,20160413T17Z,16015
20160430T13Z,20752,20160413T16Z,16341
20160430T12Z,19905,20160413T15Z,16561
20160430T11Z,19932,20160413T14Z,17125
20160430T10Z,19581,20160413T13Z,17371
20160430T09Z,19480,20160413T12Z,17625
20160430T08Z,19769,20160413T11Z,16263
20160430T07Z,20197,20160413T10Z,14549
20160430T06Z,21228,20160413T09Z,13735
20160430T05Z,22617,20160413T08Z,13397
20160430T04Z,24430,20160413T07Z,13357
20160430T03Z,26080,20160413T06Z,13564
20160430T02Z,27161,20160413T05Z,13970
20160430T01Z,28112,20160413T04Z,14759
20160430T00Z,28765,20160413T03Z,15980
20160429T23Z,30422,20160413T02Z,16802
20160429T22Z,31513,20160413T01Z,16389
20160429T21Z,31503,20160413T00Z,15384
20160429T20Z,31037,20160412T23Z,15343
20160429T19Z,30034,20160412T22Z,15393
20160429T18Z,28966,20160412T21Z,15062
20160429T17Z,27694,20160412T20Z,15332
20160429T16Z,26643,20160412T19Z,15549
20160429T15Z,25500,20160412T18Z,15914
20160429T14Z,24088,20160412T17Z,16231
20160429T13Z,23365,20160412T16Z,16464
20160429T12Z,22628,20160412T15Z,16789
20160429T11Z,22256,20160412T14Z,16379
20160429T10Z,20451,20160412T13Z,16494
20160429T09Z,19750,20160412T12Z,16362
20160429T08Z,19704,20160412T11Z,14987
20160429T07Z,20293,20160412T10Z,13675
20160429T06Z,21252,20160412T09Z,12965
20160429T05Z,22641,20160412T08Z,12827
20160429T04Z,24214,20160412T07Z,12964
20160429T03Z,25872,20160412T06Z,13323
20160429T02Z,27778,20160412T05Z,14045
20160429T01Z,28600,20160412T04Z,14927
20160429T00Z,28939,20160412T03Z,16224
20160428T23Z,29645,20160412T02Z,16937
20160428T22Z,30047,20160412T01Z,16994
20160428T21Z,29698,20160412T00Z,16516
20160428T20Z,29273,20160411T23Z,16331
20160428T19Z,28599,20160411T22Z,16034
20160428T18Z,27639,20160411T21Z,15768
20160428T17Z,26906,20160411T20Z,15778
20160428T16Z,26651,20160411T19Z,16022
20160428T15Z,25792,20160411T18Z,16108
20160428T14Z,24363,20160411T17Z,16281
20160428T13Z,24478,20160411T16Z,16397
20160428T12Z,24038,20160411T15Z,16366
20160428T11Z,23042,20160411T14Z,16257
20160428T10Z,21167,20160411T13Z,16455
20160428T09Z,20212,20160411T12Z,16459
20160428T08Z,20192,20160411T11Z,15112
20160428T07Z,20710,20160411T10Z,13625
20160428T06Z,21573,20160411T09Z,12993
20160428T05Z,22596,20160411T08Z,12839
20160428T04Z,24267,20160411T07Z,12863
20160428T03Z,25918,20160411T06Z,13053
20160428T02Z,27550,20160411T05Z,13532
20160428T01Z,28199,20160411T04Z,14537
20160428T00Z,28148,20160411T03Z,15510
20160427T23Z,28865,20160411T02Z,16275
20160427T22Z,29449,20160411T01Z,15923
20160427T21Z,29682,20160411T00Z,15056
20160427T20Z,29359,20160410T23Z,14877
20160427T19Z,28713,20160410T22Z,14649
20160427T18Z,28195,20160410T21Z,14497
20160427T17Z,27255,20160410T20Z,14576
20160427T16Z,26198,20160410T19Z,14815
20160427T15Z,25440,20160410T18Z,15124
20160427T14Z,24467,20160410T17Z,15442
20160427T13Z,23674,20160410T16Z,15910
20160427T12Z,23111,20160410T15Z,16508
20160427T11Z,22356,20160410T14Z,16736
20160427T10Z,20726,20160410T13Z,16480
20160427T09Z,20050,20160410T12Z,15992
20160427T08Z,20025,20160410T11Z,15535
20160427T07Z,20588,20160410T10Z,15114
20160427T06Z,21269,20160410T09Z,14797
20160427T05Z,22357,20160410T08Z,14652
20160427T04Z,23725,20160410T07Z,14588
20160427T03Z,25773,20160410T06Z,14650
20160427T02Z,27734,20160410T05Z,15008
20160427T01Z,28360,20160410T04Z,15523
20160427T00Z,28566,20160410T03Z,16120
20160426T23Z,28977,20160410T02Z,16205
20160426T22Z,30249,20160410T01Z,15756
20160426T21Z,30360,20160410T00Z,14767
20160426T20Z,28212,20160409T23Z,14561
20160426T19Z,27364,20160409T22Z,14486
20160426T18Z,27261,20160409T21Z,14446
20160426T17Z,26366,20160409T20Z,14663
20160426T16Z,25398,20160409T19Z,15140
20160426T15Z,24546,20160409T18Z,15540
20160426T14Z,23758,20160409T17Z,16206
20160426T13Z,22974,20160409T16Z,16804
20160426T12Z,22609,20160409T15Z,17185
20160426T11Z,21838,20160409T14Z,17283
20160426T10Z,20107,20160409T13Z,16972
20160426T09Z,19494,20160409T12Z,16409
20160426T08Z,19531,20160409T11Z,15729
20160426T07Z,20039,20160409T10Z,15051
20160426T06Z,20701,20160409T09Z,14640
20160426T05Z,21798,20160409T08Z,14462
20160426T04Z,23189,20160409T07Z,14566
20160426T03Z,25136,20160409T06Z,14628
20160426T02Z,27230,20160409T05Z,15121
20160426T01Z,27872,20160409T04Z,15679
20160426T00Z,27792,20160409T03Z,16420
20160425T23Z,28532,20160409T02Z,16855
20160425T22Z,28853,20160409T01Z,16506
20160425T21Z,28692,20160409T00Z,15542
20160425T20Z,28243,20160408T23Z,15416
20160425T19Z,27732,20160408T22Z,15383
20160425T18Z,26998,20160408T21Z,15352
20160425T17Z,25910,20160408T20Z,15549
20160425T16Z,25010,20160408T19Z,15803
20160425T15Z,24159,20160408T18Z,16131
20160425T14Z,23241,20160408T17Z,16596
20160425T13Z,22590,20160408T16Z,16982
20160425T12Z,22057,20160408T15Z,16926
20160425T11Z,21122,20160408T14Z,17278
20160425T10Z,19467,20160408T13Z,17499
20160425T09Z,18574,20160408T12Z,17432
20160425T08Z,18408,20160408T11Z,16008
20160425T07Z,18768,20160408T10Z,14532
20160425T06Z,19154,20160408T09Z,13823
20160425T05Z,20106,20160408T08Z,13570
20160425T04Z,21591,20160408T07Z,13506
20160425T03Z,23778,20160408T06Z,13661
20160425T02Z,25755,20160408T05Z,14129
20160425T01Z,26214,20160408T04Z,15220
20160425T00Z,26136,20160408T03Z,16345
20160424T23Z,26469,20160408T02Z,16927
20160424T22Z,26405,20160408T01Z,16605
20160424T21Z,25781,20160408T00Z,15873
20160424T20Z,24817,20160407T23Z,15628
20160424T19Z,24120,20160407T22Z,15582
20160424T18Z,23167,20160407T21Z,15513
20160424T17Z,22182,20160407T20Z,15530
20160424T16Z,21375,20160407T19Z,15634
20160424T15Z,20699,20160407T18Z,15826
20160424T14Z,19774,20160407T17Z,16171
20160424T13Z,18629,20160407T16Z,16412
20160424T12Z,17443,20160407T15Z,16683
20160424T11Z,17484,20160407T14Z,16908
20160424T10Z,17315,20160407T13Z,17191
20160424T09Z,17200,20160407T12Z,17217
20160424T08Z,17702,20160407T11Z,15864
20160424T07Z,18011,20160407T10Z,14305
20160424T06Z,18705,20160407T09Z,13670
20160424T05Z,19505,20160407T08Z,13456
20160424T04Z,20659,20160407T07Z,13524
20160424T03Z,22215,20160407T06Z,13715
20160424T02Z,23600,20160407T05Z,14220
20160424T01Z,23767,20160407T04Z,15124
20160424T00Z,23922,20160407T03Z,16218
20160423T23Z,24566,20160407T02Z,16917
20160423T22Z,24576,20160407T01Z,17058
20160423T21Z,24316,20160407T00Z,16306
20160423T20Z,23723,20160406T23Z,15989
20160423T19Z,23286,20160406T22Z,15811
20160423T18Z,22659,20160406T21Z,15624
20160423T17Z,22283,20160406T20Z,15750
20160423T16Z,21863,20160406T19Z,15845
20160423T15Z,21351,20160406T18Z,16075
20160423T14Z,20449,20160406T17Z,16369
20160423T13Z,19229,20160406T16Z,16793
20160423T12Z,18237,20160406T15Z,17016
20160423T11Z,18099,20160406T14Z,17407
20160423T10Z,18017,20160406T13Z,17780
20160423T09Z,17910,20160406T12Z,17831
20160423T08Z,18180,20160406T11Z,16404
20160423T07Z,18753,20160406T10Z,14990
20160423T06Z,19556,20160406T09Z,14454
20160423T05Z,20585,20160406T08Z,14071
20160423T04Z,21723,20160406T07Z,14046
20160423T03Z,22840,20160406T06Z,14321
20160423T02Z,23655,20160406T05Z,14658
20160423T01Z,23755,20160406T04Z,15566
20160423T00Z,23532,20160406T03Z,16667
20160422T23Z,24134,20160406T02Z,17188
20160422T22Z,24653,20160406T01Z,16917
20160422T21Z,24588,20160406T00Z,15737
20160422T20Z,24360,20160405T23Z,15517
20160422T19Z,24214,20160405T22Z,15436
20160422T18Z,23990,20160405T21Z,15345
20160422T17Z,23889,20160405T20Z,15441
20160422T16Z,23634,20160405T19Z,15627
20160422T15Z,22904,20160405T18Z,15950
20160422T14Z,22584,20160405T17Z,16197
20160422T13Z,22269,20160405T16Z,16590
20160422T12Z,21807,20160405T15Z,16852
20160422T11Z,20930,20160405T14Z,17047
20160422T10Z,19221,20160405T13Z,17295
20160422T09Z,18508,20160405T12Z,17060
20160422T08Z,18529,20160405T11Z,15281
20160422T07Z,18919,20160405T10Z,13726
20160422T06Z,19131,20160405T09Z,12909
20160422T05Z,20161,20160405T08Z,12684
20160422T04Z,21668,20160405T07Z,12728
20160422T03Z,22888,20160405T06Z,12891
20160422T02Z,24371,20160405T05Z,13584
20160422T01Z,24574,20160405T04Z,14627
20160422T00Z,23988,20160405T03Z,16157
20160421T23Z,24158,20160405T02Z,17208
20160421T22Z,24699,20160405T01Z,17212
20160421T21Z,24962,20160405T00Z,16457
20160421T20Z,24830,20160404T23Z,16400
20160421T19Z,24496,20160404T22Z,16316
20160421T18Z,24019,20160404T21Z,16247
20160421T17Z,23606,20160404T20Z,16032
20160421T16Z,23175,20160404T19Z,16026
20160421T15Z,23453,20160404T18Z,16016
20160421T14Z,23034,20160404T17Z,15952
20160421T13Z,22738,20160404T16Z,16028
20160421T12Z,22666,20160404T15Z,16172
20160421T11Z,21598,20160404T14Z,16519
20160421T10Z,19735,20160404T13Z,17039
20160421T09Z,18849,20160404T12Z,16916
20160421T08Z,18814,20160404T11Z,15468
20160421T07Z,19210,20160404T10Z,13895
20160421T06Z,19855,20160404T09Z,13015
20160421T05Z,20390,20160404T08Z,12670
20160421T04Z,21745,20160404T07Z,12597
20160421T03Z,23724,20160404T06Z,12790
20160421T02Z,25620,20160404T05Z,13220
20160421T01Z,26167,20160404T04Z,14078
20160421T00Z,25877,20160404T03Z,14906
20160420T23Z,26378,20160404T02Z,15611
20160420T22Z,26587,20160404T01Z,15400
20160420T21Z,26540,20160404T00Z,14612
20160420T20Z,26022,20160403T23Z,14389
20160420T19Z,25515,20160403T22Z,14124
20160420T18Z,24820,20160403T21Z,13870
20160420T17Z,23920,20160403T20Z,13824
20160420T16Z,23204,20160403T19Z,14043
20160420T15Z,22652,20160403T18Z,14255
20160420T14Z,22310,20160403T17Z,14455
20160420T13Z,22055,20160403T16Z,14790
20160420T12Z,22040,20160403T15Z,15392
20160420T11Z,21199,20160403T14Z,15758
20160420T10Z,19223,20160403T13Z,15528
20160420T09Z,18497,20160403T12Z,14768
20160420T08Z,18340,20160403T11Z,14140
20160420T07Z,18565,20160403T10Z,13550
20160420T06Z,19647,20160403T09Z,13105
20160420T05Z,19829,20160403T08Z,12926
20160420T04Z,21026,20160403T07Z,12938
20160420T03Z,22931,20160403T06Z,13191
20160420T02Z,25025,20160403T05Z,13659
20160420T01Z,25692,20160403T04Z,14377
20160420T00Z,25206,20160403T03Z,15060
20160419T23Z,25585,20160403T02Z,15529
20160419T22Z,25856,20160403T01Z,15245
20160419T21Z,25613,20160403T00Z,14388
20160419T20Z,24973,20160402T23Z,14197
20160419T19Z,24262,20160402T22Z,14049
20160419T18Z,23582,20160402T21Z,13947
20160419T17Z,23034,20160402T20Z,14037
20160419T16Z,22641,20160402T19Z,14182
20160419T15Z,22195,20160402T18Z,14479
20160419T14Z,22067,20160402T17Z,14831
20160419T13Z,21982,20160402T16Z,15057
20160419T12Z,22253,20160402T15Z,15174
20160419T11Z,21448,20160402T14Z,15001
20160419T10Z,19469,20160402T13Z,14379
20160419T09Z,18595,20160402T12Z,13764
20160419T08Z,18379,20160402T11Z,13150
20160419T07Z,18552,20160402T10Z,12580
20160419T06Z,19131,20160402T09Z,12253
20160419T05Z,19890,20160402T08Z,12164
20160419T04Z,21110,20160402T07Z,12536
20160419T03Z,23033,20160402T06Z,12730
20160419T02Z,24576,20160402T05Z,13478
20160419T01Z,24767,20160402T04Z,14383
20160419T00Z,24340,20160402T03Z,15187
20160418T23Z,24696,20160402T02Z,15820
20160418T22Z,24517,20160402T01Z,15671
20160418T21Z,24194,20160402T00Z,14831
20160418T20Z,23700,20160401T23Z,14762
20160418T19Z,23019,20160401T22Z,14919
20160418T18Z,22393,20160401T21Z,14981
20160418T17Z,22109,20160401T20Z,15163
20160418T16Z,21879,20160401T19Z,15347
20160418T15Z,21844,20160401T18Z,15818
20160418T14Z,22103,20160401T17Z,15957
20160418T13Z,22144,20160401T16Z,15882
20160418T12Z,22114,20160401T15Z,15872
20160418T11Z,20799,20160401T14Z,15726
20160418T10Z,18754,20160401T13Z,15450
20160418T09Z,17850,20160401T12Z,15105
20160418T08Z,17464,20160401T11Z,13754
20160418T07Z,17548,20160401T10Z,12858
20160418T06Z,17889,20160401T09Z,12350
20160418T05Z,18375,20160401T08Z,12508
20160418T04Z,19753,20160401T07Z,12701
20160418T03Z,21538,20160401T06Z,13242
20160418T02Z,22956,20160401T05Z,13873
20160418T01Z,22976,20160401T04Z,14930
20160418T00Z,22229,20160401T03Z,16098
20160417T23Z,22235,20160401T02Z,16874
20160417T22Z,21880,20160401T01Z,16991
20160417T21Z,21358,20160401T00Z,16638
20160417T20Z,20858,20160331T23Z,16541
20160417T19Z,20649,20160331T22Z,16415
20160417T18Z,20308,20160331T21Z,16297
20160417T17Z,20114,20160331T20Z,16188
20160417T16Z,19848,20160331T19Z,16479
20160417T15Z,19999,20160331T18Z,16422
20160417T14Z,19594,20160331T17Z,16315
20160417T13Z,18721,20160331T16Z,16390
20160417T12Z,17480,20160331T15Z,15987
20160417T11Z,17494,20160331T14Z,15771
20160417T10Z,17317,20160331T13Z,15653
20160417T09Z,17028,20160331T12Z,15365
20160417T08Z,17101,20160331T11Z,13902
20160417T07Z,17357,20160331T10Z,12655
20160417T06Z,17963,20160331T09Z,12331
20160417T05Z,18530,20160331T08Z,12364
20160417T04Z,19598,20160331T07Z,12574
20160417T03Z,20905,20160331T06Z,12933
20160417T02Z,21424,20160331T05Z,13565
20160417T01Z,21509,20160331T04Z,14709
20160417T00Z,20861,20160331T03Z,15900
20160416T23Z,21165,20160331T02Z,16918
20160416T22Z,21023,20160331T01Z,17079
20160416T21Z,20893,20160331T00Z,16319
20160416T20Z,20726,20160330T23Z,16144
20160416T19Z,20747,20160330T22Z,16077
20160416T18Z,20871,20160330T21Z,16375
20160416T17Z,21014,20160330T20Z,15912
20160416T16Z,21126,20160330T19Z,15957
20160416T15Z,21230,20160330T18Z,16036
20160416T14Z,20942,20160330T17Z,16019
20160416T13Z,20049,20160330T16Z,16142
20160416T12Z,19171,20160330T15Z,16148
20160416T11Z,18880,20160330T14Z,16624
20160416T10Z,18639,20160330T13Z,16983
20160416T09Z,18339,20160330T12Z,16991
20160416T08Z,18370,20160330T11Z,15536
20160416T07Z,18588,20160330T10Z,13991
20160416T06Z,19295,20160330T09Z,13538
20160416T05Z,19631,20160330T08Z,13514
20160416T04Z,20483,20160330T07Z,13517
20160416T03Z,21666,20160330T06Z,13699
20160416T02Z,22313,20160330T05Z,14044
20160416T01Z,22569,20160330T04Z,15019
20160416T00Z,21742,20160330T03Z,16244
20160415T23Z,21612,20160330T02Z,17061
20160415T22Z,21536,20160330T01Z,16910
20160415T21Z,21695,20160330T00Z,15938
20160415T20Z,22173,20160329T23Z,15741
20160415T19Z,22289,20160329T22Z,15556
20160415T18Z,22292,20160329T21Z,15580
20160415T17Z,22442,20160329T20Z,15608
20160415T16Z,22734,20160329T19Z,15912
20160415T15Z,22910,20160329T18Z,16083
20160415T14Z,22793,20160329T17Z,16245
20160415T13Z,22615,20160329T16Z,16429
20160415T12Z,22547,20160329T15Z,16601
20160415T11Z,21388,20160329T14Z,17208
20160415T10Z,19812,20160329T13Z,17832
20160415T09Z,19185,20160329T12Z,17798
20160415T08Z,19052,20160329T11Z,16171
20160415T07Z,19076,20160329T10Z,14364
20160415T06Z,19684,20160329T09Z,13761
20160415T05Z,20455,20160329T08Z,13639
20160415T04Z,21073,20160329T07Z,13676
20160415T03Z,22432,20160329T06Z,13844
20160415T02Z,23826,20160329T05Z,14184
20160415T01Z,24140,20160329T04Z,15086
20160415T00Z,23145,20160329T03Z,16193
20160414T23Z,22880,20160329T02Z,16818
20160414T22Z,22855,20160329T01Z,16673
20160414T21Z,22808,20160329T00Z,15740
20160414T20Z,22830,20160328T23Z,15625
20160414T19Z,22812,20160328T22Z,15552
20160414T18Z,22883,20160328T21Z,15464
20160414T17Z,22957,20160328T20Z,15527
20160414T16Z,23054,20160328T19Z,15728
20160414T15Z,22917,20160328T18Z,15877
20160414T14Z,22766,20160328T17Z,16038
20160414T13Z,22533,20160328T16Z,16122
20160414T12Z,22383,20160328T15Z,15961
20160414T11Z,21420,20160328T14Z,15880
20160414T10Z,19920,20160328T13Z,15513
20160414T09Z,19324,20160328T12Z,14942
20160414T08Z,19261,20160328T11Z,13387
20160414T07Z,19340,20160328T10Z,12007
20160414T06Z,19631,20160328T09Z,11516
20160414T05Z,20425,20160328T08Z,11432
20160414T04Z,20921,20160328T07Z,11543
20160414T03Z,22335,20160328T06Z,11698
20160414T02Z,23730,20160328T05Z,12339
20160414T01Z,24195,20160328T04Z,13154
20160414T00Z,23243,20160328T03Z,14208
20160413T23Z,22889,20160328T02Z,14802
20160413T22Z,22797,20160328T01Z,14802
20160413T21Z,22754,20160328T00Z,13986
20160413T20Z,22719,20160327T23Z,13785
20160413T19Z,22765,20160327T22Z,13556
20160413T18Z,22882,20160327T21Z,13377
20160413T17Z,22945,20160327T20Z,13374
20160413T16Z,22953,20160327T19Z,13369
20160413T15Z,22631,20160327T18Z,13633
20160413T14Z,22458,20160327T17Z,13654
20160413T13Z,22230,20160327T16Z,13802
20160413T12Z,22276,20160327T15Z,13909
20160413T11Z,21060,20160327T14Z,13614
20160413T10Z,19506,20160327T13Z,12790
20160413T09Z,18799,20160327T12Z,12117
20160413T08Z,18582,20160327T11Z,11675
20160413T07Z,18745,20160327T10Z,11236
20160413T06Z,19214,20160327T09Z,11134
20160413T05Z,19676,20160327T08Z,11188
20160413T04Z,20872,20160327T07Z,11397
20160413T03Z,22584,20160327T06Z,11959
20160413T02Z,23986,20160327T05Z,12612
20160413T01Z,24304,20160327T04Z,13636
20160413T00Z,23191,20160327T03Z,14442
20160412T23Z,23187,20160327T02Z,15026
20160412T22Z,23218,20160327T01Z,14944
20160412T21Z,23538,20160327T00Z,14119
20160412T20Z,23412,20160326T23Z,14103
20160412T19Z,23130,20160326T22Z,13925
20160412T18Z,23201,20160326T21Z,13826
20160412T17Z,23065,20160326T20Z,13777
20160412T16Z,22961,20160326T19Z,13844
20160412T15Z,22740,20160326T18Z,14093
20160412T14Z,22438,20160326T17Z,14499
20160412T13Z,22300,20160326T16Z,15017
20160412T12Z,22666,20160326T15Z,15561
20160412T11Z,21305,20160326T14Z,16111
20160412T10Z,19553,20160326T13Z,16118
20160412T09Z,18823,20160326T12Z,15594
20160412T08Z,18795,20160326T11Z,14860
20160412T07Z,19065,20160326T10Z,14196
20160412T06Z,19700,20160326T09Z,13808
20160412T05Z,20667,20160326T08Z,13597
20160412T04Z,21568,20160326T07Z,13736
20160412T03Z,23077,20160326T06Z,13721
20160412T02Z,24439,20160326T05Z,14158
20160412T01Z,24977,20160326T04Z,14693
20160412T00Z,24305,20160326T03Z,15314
20160411T23Z,23848,20160326T02Z,15594
20160411T22Z,23575,20160326T01Z,15485
20160411T21Z,23489,20160326T00Z,14509
20160411T20Z,23218,20160325T23Z,14421
20160411T19Z,23069,20160325T22Z,14373
20160411T18Z,22991,20160325T21Z,14480
20160411T17Z,22941,20160325T20Z,14639
20160411T16Z,23046,20160325T19Z,14927
20160411T15Z,23020,20160325T18Z,15364
20160411T14Z,22897,20160325T17Z,15705
20160411T13Z,22998,20160325T16Z,16021
20160411T12Z,23133,20160325T15Z,15907
20160411T11Z,21940,20160325T14Z,15629
20160411T10Z,20090,20160325T13Z,15136
20160411T09Z,19272,20160325T12Z,14511
20160411T08Z,18817,20160325T11Z,13417
20160411T07Z,18781,20160325T10Z,12515
20160411T06Z,19096,20160325T09Z,12169
20160411T05Z,19460,20160325T08Z,12150
20160411T04Z,20474,20160325T07Z,12371
20160411T03Z,21977,20160325T06Z,12675
20160411T02Z,23397,20160325T05Z,13241
20160411T01Z,23315,20160325T04Z,14213
20160411T00Z,21954,20160325T03Z,15230
20160410T23Z,21629,20160325T02Z,16042
20160410T22Z,21293,20160325T01Z,16258
20160410T21Z,21067,20160325T00Z,15788
20160410T20Z,20974,20160324T23Z,15728
20160410T19Z,21121,20160324T22Z,15800
20160410T18Z,21282,20160324T21Z,15814
20160410T17Z,21498,20160324T20Z,15903
