"Series Key",EBA.SE-ALL.D.H,"Series Key",EBA.TVA-ALL.D.H
"Series Name","Demand for Southeast (region), hourly - UTC time","Series Name","Demand for Tennessee Valley Authority (TVA), hourly - UTC time"
Units,megawatthours,Units,megawatthours
Frequency,H,Frequency,H
"Start Date",20150701T06Z,"Start Date",20150701T06Z
"End Date",20211012T11Z,"End Date",20211012T11Z
Source,,Source,

20210322T23Z,24097,20210322T23Z,15653
20210322T22Z,23980,20210322T22Z,15625
20210322T21Z,23850,20210322T21Z,15616
20210322T20Z,23645,20210322T20Z,15676
20210322T19Z,23622,20210322T19Z,15762
20210322T18Z,23613,20210322T18Z,15843
20210322T17Z,23783,20210322T17Z,16190
20210322T16Z,24304,20210322T16Z,16486
20210322T15Z,24891,20210322T15Z,16909
20210322T14Z,25425,20210322T14Z,17344
20210322T13Z,25788,20210322T13Z,17676
20210322T12Z,25353,20210322T12Z,17266
20210322T11Z,23261,20210322T11Z,15726
20210322T10Z,20948,20210322T10Z,14313
20210322T09Z,19927,20210322T09Z,13686
20210322T08Z,19338,20210322T08Z,13368
20210322T07Z,19283,20210322T07Z,13266
20210322T06Z,19489,20210322T06Z,13349
20210322T05Z,20092,20210322T05Z,13708
20210322T04Z,21185,20210322T04Z,14370
20210322T03Z,22547,20210322T03Z,15312
20210322T02Z,23578,20210322T02Z,15812
20210322T01Z,23711,20210322T01Z,15787
20210322T00Z,22487,20210322T00Z,15021
20210321T23Z,21990,20210321T23Z,14734
20210321T22Z,21653,20210321T22Z,14463
20210321T21Z,21421,20210321T21Z,14306
20210321T20Z,21434,20210321T20Z,14324
20210321T19Z,21809,20210321T19Z,14405
20210321T18Z,22415,20210321T18Z,14867
20210321T17Z,23089,20210321T17Z,15311
20210321T16Z,23843,20210321T16Z,15881
20210321T15Z,24683,20210321T15Z,16616
20210321T14Z,24866,20210321T14Z,17310
20210321T13Z,24204,20210321T13Z,17395
20210321T12Z,23224,20210321T12Z,16754
20210321T11Z,22314,20210321T11Z,16045
20210321T10Z,21933,20210321T10Z,15442
20210321T09Z,21440,20210321T09Z,14997
20210321T08Z,21111,20210321T08Z,14700
20210321T07Z,21257,20210321T07Z,14631
20210321T06Z,21491,20210321T06Z,14497
20210321T05Z,22144,20210321T05Z,14724
20210321T04Z,22925,20210321T04Z,15159
20210321T03Z,23403,20210321T03Z,15564
20210321T02Z,23852,20210321T02Z,15695
20210321T01Z,23723,20210321T01Z,15487
20210321T00Z,22417,20210321T00Z,14736
20210320T23Z,21794,20210320T23Z,14399
20210320T22Z,21449,20210320T22Z,14390
20210320T21Z,21440,20210320T21Z,14419
20210320T20Z,21644,20210320T20Z,14552
20210320T19Z,22193,20210320T19Z,14760
20210320T18Z,23046,20210320T18Z,15315
20210320T17Z,24062,20210320T17Z,15806
20210320T16Z,25030,20210320T16Z,16669
20210320T15Z,25647,20210320T15Z,17385
20210320T14Z,25534,20210320T14Z,17889
20210320T13Z,24860,20210320T13Z,17991
20210320T12Z,23709,20210320T12Z,17538
20210320T11Z,22359,20210320T11Z,16656
20210320T10Z,21361,20210320T10Z,16122
20210320T09Z,21103,20210320T09Z,15727
20210320T08Z,20830,20210320T08Z,15666
20210320T07Z,20992,20210320T07Z,15500
20210320T06Z,21327,20210320T06Z,15916
20210320T05Z,21814,20210320T05Z,16333
20210320T04Z,22864,20210320T04Z,17077
20210320T03Z,24032,20210320T03Z,17758
20210320T02Z,24873,20210320T02Z,18107
20210320T01Z,25171,20210320T01Z,17802
20210320T00Z,24536,20210320T00Z,17607
20210319T23Z,24046,20210319T23Z,17292
20210319T22Z,23897,20210319T22Z,17164
20210319T21Z,24116,20210319T21Z,17343
20210319T20Z,24282,20210319T20Z,17596
20210319T19Z,24639,20210319T19Z,17965
20210319T18Z,25064,20210319T18Z,18233
20210319T17Z,25551,20210319T17Z,18471
20210319T16Z,26060,20210319T16Z,18710
20210319T15Z,26275,20210319T15Z,18787
20210319T14Z,26164,20210319T14Z,18780
20210319T13Z,25871,20210319T13Z,18427
20210319T12Z,25149,20210319T12Z,17866
20210319T11Z,23171,20210319T11Z,16495
20210319T10Z,21188,20210319T10Z,15497
20210319T09Z,20126,20210319T09Z,15039
20210319T08Z,19767,20210319T08Z,14946
20210319T07Z,19824,20210319T07Z,15043
20210319T06Z,20208,20210319T06Z,15392
20210319T05Z,20958,20210319T05Z,15846
20210319T04Z,22153,20210319T04Z,16617
20210319T03Z,23691,20210319T03Z,17442
20210319T02Z,24822,20210319T02Z,17956
20210319T01Z,25311,20210319T01Z,18035
20210319T00Z,24690,20210319T00Z,17629
20210318T23Z,24474,20210318T23Z,17059
20210318T22Z,24346,20210318T22Z,16708
20210318T21Z,24350,20210318T21Z,16478
20210318T20Z,24370,20210318T20Z,16318
20210318T19Z,24425,20210318T19Z,16408
20210318T18Z,24487,20210318T18Z,16359
20210318T17Z,24476,20210318T17Z,16280
20210318T16Z,24453,20210318T16Z,16288
20210318T15Z,24325,20210318T15Z,16059
20210318T14Z,24053,20210318T14Z,15909
20210318T13Z,23487,20210318T13Z,15621
20210318T12Z,22684,20210318T12Z,15139
20210318T11Z,21086,20210318T11Z,14015
20210318T10Z,19767,20210318T10Z,13100
20210318T09Z,19138,20210318T09Z,12798
20210318T08Z,18972,20210318T08Z,12957
20210318T07Z,19273,20210318T07Z,13211
20210318T06Z,19844,20210318T06Z,13611
20210318T05Z,20783,20210318T05Z,14110
20210318T04Z,22301,20210318T04Z,14988
20210318T03Z,23842,20210318T03Z,15877
20210318T02Z,25170,20210318T02Z,16576
20210318T01Z,26017,20210318T01Z,16967
20210318T00Z,25889,20210318T00Z,16904
20210317T23Z,25827,20210317T23Z,16694
20210317T22Z,25688,20210317T22Z,16479
20210317T21Z,25576,20210317T21Z,16359
20210317T20Z,25630,20210317T20Z,16423
20210317T19Z,25718,20210317T19Z,16636
20210317T18Z,25814,20210317T18Z,16646
20210317T17Z,25785,20210317T17Z,16616
20210317T16Z,25727,20210317T16Z,16586
20210317T15Z,25444,20210317T15Z,16267
20210317T14Z,25024,20210317T14Z,16120
20210317T13Z,24503,20210317T13Z,15843
20210317T12Z,24067,20210317T12Z,15339
20210317T11Z,22651,20210317T11Z,14188
20210317T10Z,21003,20210317T10Z,13302
20210317T09Z,20233,20210317T09Z,12919
20210317T08Z,20017,20210317T08Z,12986
20210317T07Z,20303,20210317T07Z,13178
20210317T06Z,20872,20210317T06Z,13567
20210317T05Z,21879,20210317T05Z,14310
20210317T04Z,23339,20210317T04Z,15155
20210317T03Z,24927,20210317T03Z,16132
20210317T02Z,26477,20210317T02Z,16908
20210317T01Z,27274,20210317T01Z,17273
20210317T00Z,27046,20210317T00Z,16809
20210316T23Z,26832,20210316T23Z,16715
20210316T22Z,26632,20210316T22Z,16487
20210316T21Z,26490,20210316T21Z,16664
20210316T20Z,26307,20210316T20Z,16571
20210316T19Z,26363,20210316T19Z,16514
20210316T18Z,26271,20210316T18Z,16444
20210316T17Z,26057,20210316T17Z,16556
20210316T16Z,25726,20210316T16Z,16559
20210316T15Z,25186,20210316T15Z,16425
20210316T14Z,24515,20210316T14Z,16394
20210316T13Z,23944,20210316T13Z,16170
20210316T12Z,23209,20210316T12Z,15697
20210316T11Z,21412,20210316T11Z,14495
20210316T10Z,19869,20210316T10Z,13455
20210316T09Z,19256,20210316T09Z,13000
20210316T08Z,19098,20210316T08Z,13119
20210316T07Z,19304,20210316T07Z,13302
20210316T06Z,19816,20210316T06Z,13670
20210316T05Z,20551,20210316T05Z,14155
20210316T04Z,21904,20210316T04Z,15084
20210316T03Z,23636,20210316T03Z,16055
20210316T02Z,25087,20210316T02Z,16756
20210316T01Z,25911,20210316T01Z,17086
20210316T00Z,25346,20210316T00Z,16675
20210315T23Z,24972,20210315T23Z,16531
20210315T22Z,24933,20210315T22Z,16425
20210315T21Z,24875,20210315T21Z,16355
20210315T20Z,24746,20210315T20Z,16321
20210315T19Z,24675,20210315T19Z,16509
20210315T18Z,24468,20210315T18Z,16646
20210315T17Z,24204,20210315T17Z,16690
20210315T16Z,23902,20210315T16Z,16693
20210315T15Z,23476,20210315T15Z,16555
20210315T14Z,23018,20210315T14Z,16480
20210315T13Z,22514,20210315T13Z,16312
20210315T12Z,21950,20210315T12Z,15752
20210315T11Z,20173,20210315T11Z,14428
20210315T10Z,18606,20210315T10Z,13406
20210315T09Z,17812,20210315T09Z,12933
20210315T08Z,17792,20210315T08Z,12719
20210315T07Z,18027,20210315T07Z,12803
20210315T06Z,18504,20210315T06Z,13258
20210315T05Z,19660,20210315T05Z,13755
20210315T04Z,21274,20210315T04Z,14523
20210315T03Z,23061,20210315T03Z,15340
20210315T02Z,24552,20210315T02Z,15891
20210315T01Z,25438,20210315T01Z,16049
20210315T00Z,24853,20210315T00Z,15531
20210314T23Z,24976,20210314T23Z,15147
20210314T22Z,24839,20210314T22Z,14891
20210314T21Z,24345,20210314T21Z,14862
20210314T20Z,23769,20210314T20Z,14769
20210314T19Z,23129,20210314T19Z,14757
20210314T18Z,22399,20210314T18Z,14804
20210314T17Z,21702,20210314T17Z,14792
20210314T16Z,21034,20210314T16Z,14684
20210314T15Z,20492,20210314T15Z,14762
20210314T14Z,19753,20210314T14Z,14448
20210314T13Z,18723,20210314T13Z,13801
20210314T12Z,18087,20210314T12Z,13304
20210314T11Z,17502,20210314T11Z,12902
20210314T10Z,17224,20210314T10Z,12739
20210314T09Z,17229,20210314T09Z,12634
20210314T08Z,17413,20210314T08Z,12822
20210314T07Z,17904,20210314T07Z,13141
20210314T06Z,18906,20210314T06Z,13553
20210314T05Z,20108,20210314T05Z,14192
20210314T04Z,21359,20210314T04Z,14884
20210314T03Z,22523,20210314T03Z,15380
20210314T02Z,23527,20210314T02Z,15841
20210314T01Z,24194,20210314T01Z,15930
20210314T00Z,23710,20210314T00Z,15642
20210313T23Z,23749,20210313T23Z,15306
20210313T22Z,23763,20210313T22Z,15218
20210313T21Z,23637,20210313T21Z,15150
20210313T20Z,23395,20210313T20Z,15229
20210313T19Z,23109,20210313T19Z,15420
20210313T18Z,22735,20210313T18Z,15521
20210313T17Z,22258,20210313T17Z,15594
20210313T16Z,21874,20210313T16Z,15428
20210313T15Z,21353,20210313T15Z,14961
20210313T14Z,20675,20210313T14Z,14239
20210313T13Z,19647,20210313T13Z,13536
20210313T12Z,18839,20210313T12Z,13136
20210313T11Z,18209,20210313T11Z,12747
20210313T10Z,17955,20210313T10Z,12627
20210313T09Z,17886,20210313T09Z,12629
20210313T08Z,18175,20210313T08Z,12822
20210313T07Z,18591,20210313T07Z,13158
20210313T06Z,19395,20210313T06Z,13640
20210313T05Z,20673,20210313T05Z,14552
20210313T04Z,22004,20210313T04Z,15205
20210313T03Z,23214,20210313T03Z,15903
20210313T02Z,24154,20210313T02Z,16422
20210313T01Z,24801,20210313T01Z,16779
20210313T00Z,24370,20210313T00Z,16394
20210312T23Z,24676,20210312T23Z,16191
20210312T22Z,24820,20210312T22Z,16093
20210312T21Z,24749,20210312T21Z,16202
20210312T20Z,24585,20210312T20Z,16299
20210312T19Z,24291,20210312T19Z,16327
20210312T18Z,24098,20210312T18Z,16352
20210312T17Z,23846,20210312T17Z,16310
20210312T16Z,23687,20210312T16Z,16121
20210312T15Z,23749,20210312T15Z,16062
20210312T14Z,23850,20210312T14Z,15897
20210312T13Z,23645,20210312T13Z,15390
20210312T12Z,22360,20210312T12Z,14427
20210312T11Z,20421,20210312T11Z,13445
20210312T10Z,19370,20210312T10Z,13002
20210312T09Z,18999,20210312T09Z,12827
20210312T08Z,19095,20210312T08Z,12986
20210312T07Z,19346,20210312T07Z,13249
20210312T06Z,19897,20210312T06Z,13801
20210312T05Z,21153,20210312T05Z,14576
20210312T04Z,22686,20210312T04Z,15425
20210312T03Z,24111,20210312T03Z,16196
20210312T02Z,25048,20210312T02Z,16780
20210312T01Z,25394,20210312T01Z,16862
20210312T00Z,24372,20210312T00Z,16144
20210311T23Z,24209,20210311T23Z,15836
20210311T22Z,24167,20210311T22Z,15821
20210311T21Z,24271,20210311T21Z,15814
20210311T20Z,24169,20210311T20Z,15808
20210311T19Z,24089,20210311T19Z,15868
20210311T18Z,24094,20210311T18Z,16065
20210311T17Z,24251,20210311T17Z,16192
20210311T16Z,24425,20210311T16Z,16138
20210311T15Z,24669,20210311T15Z,16191
20210311T14Z,25074,20210311T14Z,16201
20210311T13Z,25118,20210311T13Z,15813
20210311T12Z,23550,20210311T12Z,14815
20210311T11Z,21355,20210311T11Z,13694
20210311T10Z,20070,20210311T10Z,13383
20210311T09Z,19477,20210311T09Z,13341
20210311T08Z,19326,20210311T08Z,13328
20210311T07Z,19621,20210311T07Z,13704
20210311T06Z,20164,20210311T06Z,14062
20210311T05Z,21213,20210311T05Z,14731
20210311T04Z,22688,20210311T04Z,15734
20210311T03Z,24091,20210311T03Z,16479
20210311T02Z,25056,20210311T02Z,16981
20210311T01Z,25354,20210311T01Z,17029
20210311T00Z,24140,20210311T00Z,16140
20210310T23Z,23710,20210310T23Z,15865
20210310T22Z,23675,20210310T22Z,15689
20210310T21Z,23645,20210310T21Z,15792
20210310T20Z,23671,20210310T20Z,15889
20210310T19Z,23819,20210310T19Z,16006
20210310T18Z,24046,20210310T18Z,16069
20210310T17Z,24423,20210310T17Z,16200
20210310T16Z,24993,20210310T16Z,16580
20210310T15Z,26044,20210310T15Z,17181
20210310T14Z,27398,20210310T14Z,17979
20210310T13Z,28004,20210310T13Z,18101
20210310T12Z,26534,20210310T12Z,17058
20210310T11Z,24163,20210310T11Z,15847
20210310T10Z,22593,20210310T10Z,15192
20210310T09Z,21892,20210310T09Z,14973
20210310T08Z,21436,20210310T08Z,14830
20210310T07Z,21432,20210310T07Z,14885
20210310T06Z,21695,20210310T06Z,15064
20210310T05Z,22391,20210310T05Z,15674
20210310T04Z,23532,20210310T04Z,16356
20210310T03Z,24721,20210310T03Z,17005
20210310T02Z,25503,20210310T02Z,17315
20210310T01Z,25714,20210310T01Z,17319
20210310T00Z,24275,20210310T00Z,16274
20210309T23Z,23577,20210309T23Z,15839
20210309T22Z,23461,20210309T22Z,15801
20210309T21Z,23480,20210309T21Z,15869
20210309T20Z,23722,20210309T20Z,16121
20210309T19Z,24049,20210309T19Z,16310
20210309T18Z,24523,20210309T18Z,16732
20210309T17Z,25205,20210309T17Z,17211
20210309T16Z,26231,20210309T16Z,17753
20210309T15Z,28178,20210309T15Z,18765
20210309T14Z,30372,20210309T14Z,19984
20210309T13Z,31488,20210309T13Z,20315
20210309T12Z,29558,20210309T12Z,19195
20210309T11Z,26787,20210309T11Z,17721
20210309T10Z,25008,20210309T10Z,16721
20210309T09Z,23790,20210309T09Z,16272
20210309T08Z,23267,20210309T08Z,15944
20210309T07Z,22943,20210309T07Z,15856
20210309T06Z,23056,20210309T06Z,15767
20210309T05Z,23432,20210309T05Z,16229
20210309T04Z,24486,20210309T04Z,16800
20210309T03Z,25431,20210309T03Z,17278
20210309T02Z,26019,20210309T02Z,17531
20210309T01Z,26018,20210309T01Z,17519
20210309T00Z,24390,20210309T00Z,16422
20210308T23Z,23735,20210308T23Z,15963
20210308T22Z,23514,20210308T22Z,15839
20210308T21Z,23537,20210308T21Z,15936
20210308T20Z,23907,20210308T20Z,16242
20210308T19Z,24340,20210308T19Z,16610
20210308T18Z,25092,20210308T18Z,17028
20210308T17Z,26004,20210308T17Z,17718
20210308T16Z,27383,20210308T16Z,18549
20210308T15Z,29352,20210308T15Z,20001
20210308T14Z,31788,20210308T14Z,21621
20210308T13Z,32964,20210308T13Z,22084
20210308T12Z,30862,20210308T12Z,20856
20210308T11Z,27792,20210308T11Z,19086
20210308T10Z,25634,20210308T10Z,18149
20210308T09Z,24402,20210308T09Z,17402
20210308T08Z,23779,20210308T08Z,16955
20210308T07Z,23350,20210308T07Z,16659
20210308T06Z,23312,20210308T06Z,16552
20210308T05Z,23748,20210308T05Z,16641
20210308T04Z,24565,20210308T04Z,17114
20210308T03Z,25145,20210308T03Z,17437
20210308T02Z,25458,20210308T02Z,17457
20210308T01Z,25215,20210308T01Z,17158
20210308T00Z,23481,20210308T00Z,15806
20210307T23Z,22231,20210307T23Z,14925
20210307T22Z,21670,20210307T22Z,14635
20210307T21Z,21639,20210307T21Z,14780
20210307T20Z,22010,20210307T20Z,15163
20210307T19Z,22583,20210307T19Z,15644
20210307T18Z,23392,20210307T18Z,16207
20210307T17Z,24536,20210307T17Z,16837
20210307T16Z,25739,20210307T16Z,17746
20210307T15Z,27042,20210307T15Z,18897
20210307T14Z,27859,20210307T14Z,19931
20210307T13Z,27671,20210307T13Z,19965
20210307T12Z,26488,20210307T12Z,19434
20210307T11Z,25267,20210307T11Z,18706
20210307T10Z,24485,20210307T10Z,18124
20210307T09Z,23948,20210307T09Z,17760
20210307T08Z,23664,20210307T08Z,17361
20210307T07Z,23537,20210307T07Z,17242
20210307T06Z,23705,20210307T06Z,17189
20210307T05Z,24211,20210307T05Z,17549
20210307T04Z,24754,20210307T04Z,17776
20210307T03Z,25181,20210307T03Z,17867
20210307T02Z,25210,20210307T02Z,17793
20210307T01Z,24911,20210307T01Z,17409
20210307T00Z,23568,20210307T00Z,16256
20210306T23Z,22555,20210306T23Z,15490
20210306T22Z,22190,20210306T22Z,15112
20210306T21Z,22344,20210306T21Z,15170
20210306T20Z,22809,20210306T20Z,15633
20210306T19Z,23513,20210306T19Z,16138
20210306T18Z,24191,20210306T18Z,16799
20210306T17Z,24805,20210306T17Z,17438
20210306T16Z,25160,20210306T16Z,18082
20210306T15Z,25154,20210306T15Z,18660
20210306T14Z,24457,20210306T14Z,19089
20210306T13Z,23262,20210306T13Z,18893
20210306T12Z,22189,20210306T12Z,18131
20210306T11Z,21200,20210306T11Z,17278
20210306T10Z,20600,20210306T10Z,16873
20210306T09Z,20421,20210306T09Z,16583
20210306T08Z,20504,20210306T08Z,16540
20210306T07Z,20723,20210306T07Z,16657
20210306T06Z,21480,20210306T06Z,16986
20210306T05Z,22471,20210306T05Z,17589
20210306T04Z,23503,20210306T04Z,18141
20210306T03Z,24354,20210306T03Z,18619
20210306T02Z,24881,20210306T02Z,18841
20210306T01Z,25126,20210306T01Z,19050
20210306T00Z,24188,20210306T00Z,18390
20210305T23Z,23319,20210305T23Z,17624
20210305T22Z,23014,20210305T22Z,17194
20210305T21Z,23056,20210305T21Z,17114
20210305T20Z,23403,20210305T20Z,17061
20210305T19Z,23856,20210305T19Z,17308
20210305T18Z,24254,20210305T18Z,17561
20210305T17Z,25062,20210305T17Z,18074
20210305T16Z,25847,20210305T16Z,18302
20210305T15Z,26980,20210305T15Z,18992
20210305T14Z,28047,20210305T14Z,19523
20210305T13Z,28405,20210305T13Z,19417
20210305T12Z,26538,20210305T12Z,18086
20210305T11Z,24073,20210305T11Z,16659
20210305T10Z,22480,20210305T10Z,15768
20210305T09Z,21719,20210305T09Z,15374
20210305T08Z,21366,20210305T08Z,15161
20210305T07Z,21359,20210305T07Z,15013
20210305T06Z,21665,20210305T06Z,15153
20210305T05Z,22471,20210305T05Z,15736
20210305T04Z,23617,20210305T04Z,16291
20210305T03Z,24730,20210305T03Z,16900
20210305T02Z,25414,20210305T02Z,17179
20210305T01Z,25453,20210305T01Z,17136
20210305T00Z,24044,20210305T00Z,16250
20210304T23Z,23339,20210304T23Z,15774
20210304T22Z,23214,20210304T22Z,15652
20210304T21Z,23206,20210304T21Z,15714
20210304T20Z,23533,20210304T20Z,15866
20210304T19Z,23971,20210304T19Z,16149
20210304T18Z,24484,20210304T18Z,16419
20210304T17Z,25348,20210304T17Z,16887
20210304T16Z,26526,20210304T16Z,17552
20210304T15Z,28026,20210304T15Z,18876
20210304T14Z,29733,20210304T14Z,20233
20210304T13Z,30674,20210304T13Z,20743
20210304T12Z,28834,20210304T12Z,19419
20210304T11Z,26113,20210304T11Z,17941
20210304T10Z,24360,20210304T10Z,17117
20210304T09Z,23681,20210304T09Z,16751
20210304T08Z,23352,20210304T08Z,16383
20210304T07Z,23141,20210304T07Z,16392
20210304T06Z,23488,20210304T06Z,16397
20210304T05Z,24224,20210304T05Z,16765
20210304T04Z,25343,20210304T04Z,17355
20210304T03Z,26302,20210304T03Z,17850
20210304T02Z,26623,20210304T02Z,17805
20210304T01Z,26549,20210304T01Z,17689
20210304T00Z,24857,20210304T00Z,16517
20210303T23Z,23828,20210303T23Z,15866
20210303T22Z,23590,20210303T22Z,15862
20210303T21Z,23876,20210303T21Z,16014
20210303T20Z,24424,20210303T20Z,16193
20210303T19Z,25211,20210303T19Z,16645
20210303T18Z,26062,20210303T18Z,17134
20210303T17Z,27189,20210303T17Z,17852
20210303T16Z,28417,20210303T16Z,18405
20210303T15Z,29406,20210303T15Z,19675
20210303T14Z,30293,20210303T14Z,21152
20210303T13Z,30393,20210303T13Z,21699
20210303T12Z,28684,20210303T12Z,20369
20210303T11Z,26377,20210303T11Z,18954
20210303T10Z,25213,20210303T10Z,18100
20210303T09Z,24638,20210303T09Z,17642
20210303T08Z,24573,20210303T08Z,17416
20210303T07Z,24651,20210303T07Z,17357
20210303T06Z,25329,20210303T06Z,17630
20210303T05Z,26355,20210303T05Z,18186
20210303T04Z,27850,20210303T04Z,18977
20210303T03Z,29470,20210303T03Z,19567
20210303T02Z,30508,20210303T02Z,19741
20210303T01Z,31031,20210303T01Z,19934
20210303T00Z,30484,20210303T00Z,19043
20210302T23Z,29288,20210302T23Z,18166
20210302T22Z,28571,20210302T22Z,17710
20210302T21Z,28207,20210302T21Z,17649
20210302T20Z,28369,20210302T20Z,18076
20210302T19Z,28545,20210302T19Z,18746
20210302T18Z,28590,20210302T18Z,19222
20210302T17Z,28542,20210302T17Z,19865
20210302T16Z,28261,20210302T16Z,20274
20210302T15Z,27752,20210302T15Z,20799
20210302T14Z,27022,20210302T14Z,21308
20210302T13Z,26190,20210302T13Z,21073
20210302T12Z,24179,20210302T12Z,19825
20210302T11Z,21957,20210302T11Z,18421
20210302T10Z,20796,20210302T10Z,17503
20210302T09Z,20378,20210302T09Z,17238
20210302T08Z,20388,20210302T08Z,17148
20210302T07Z,20540,20210302T07Z,17397
20210302T06Z,20935,20210302T06Z,17540
20210302T05Z,21950,20210302T05Z,18067
20210302T04Z,23346,20210302T04Z,18780
20210302T03Z,24675,20210302T03Z,19404
20210302T02Z,25634,20210302T02Z,19725
20210302T01Z,26132,20210302T01Z,19825
20210302T00Z,25536,20210302T00Z,19190
20210301T23Z,24543,20210301T23Z,18538
20210301T22Z,24217,20210301T22Z,17986
20210301T21Z,24138,20210301T21Z,17696
20210301T20Z,24261,20210301T20Z,17797
20210301T19Z,24688,20210301T19Z,17793
20210301T18Z,24745,20210301T18Z,17750
20210301T17Z,24663,20210301T17Z,17573
20210301T16Z,24234,20210301T16Z,17253
20210301T15Z,23711,20210301T15Z,16935
20210301T14Z,23045,20210301T14Z,16571
20210301T13Z,22287,20210301T13Z,15777
20210301T12Z,20926,20210301T12Z,14399
20210301T11Z,19189,20210301T11Z,13089
20210301T10Z,18357,20210301T10Z,12264
20210301T09Z,18019,20210301T09Z,12134
20210301T08Z,18184,20210301T08Z,12242
20210301T07Z,18642,20210301T07Z,12582
20210301T06Z,19504,20210301T06Z,13052
20210301T05Z,20929,20210301T05Z,13898
20210301T04Z,22473,20210301T04Z,14759
20210301T03Z,23877,20210301T03Z,15369
20210301T02Z,24888,20210301T02Z,15978
20210301T01Z,25441,20210301T01Z,16254
20210301T00Z,24555,20210301T00Z,15703
20210228T23Z,24087,20210228T23Z,15177
20210228T22Z,23933,20210228T22Z,14905
20210228T21Z,23763,20210228T21Z,14862
20210228T20Z,23629,20210228T20Z,14874
20210228T19Z,23455,20210228T19Z,14796
20210228T18Z,23147,20210228T18Z,14639
20210228T17Z,22600,20210228T17Z,14438
20210228T16Z,22036,20210228T16Z,14338
20210228T15Z,21188,20210228T15Z,14021
20210228T14Z,19898,20210228T14Z,13443
20210228T13Z,18968,20210228T13Z,12750
20210228T12Z,18650,20210228T12Z,12583
20210228T11Z,18181,20210228T11Z,12364
20210228T10Z,17974,20210228T10Z,12368
20210228T09Z,18064,20210228T09Z,12470
20210228T08Z,18266,20210228T08Z,12643
20210228T07Z,18769,20210228T07Z,13047
20210228T06Z,19655,20210228T06Z,13504
20210228T05Z,20774,20210228T05Z,14229
20210228T04Z,21925,20210228T04Z,14908
20210228T03Z,22991,20210228T03Z,15415
20210228T02Z,23690,20210228T02Z,15902
20210228T01Z,24182,20210228T01Z,16227
20210228T00Z,23608,20210228T00Z,16017
20210227T23Z,23071,20210227T23Z,15635
20210227T22Z,22866,20210227T22Z,15361
20210227T21Z,23017,20210227T21Z,15339
20210227T20Z,23065,20210227T20Z,15580
20210227T19Z,23205,20210227T19Z,15854
20210227T18Z,23529,20210227T18Z,16035
20210227T17Z,23626,20210227T17Z,15998
20210227T16Z,23531,20210227T16Z,15994
20210227T15Z,23154,20210227T15Z,15589
20210227T14Z,22329,20210227T14Z,14866
20210227T13Z,21315,20210227T13Z,14380
20210227T12Z,20578,20210227T12Z,14005
20210227T11Z,19803,20210227T11Z,13734
20210227T10Z,19444,20210227T10Z,13585
20210227T09Z,19561,20210227T09Z,13710
20210227T08Z,19867,20210227T08Z,13989
20210227T07Z,20322,20210227T07Z,14457
20210227T06Z,21232,20210227T06Z,15047
20210227T05Z,22348,20210227T05Z,15845
20210227T04Z,23556,20210227T04Z,16527
20210227T03Z,24481,20210227T03Z,17364
20210227T02Z,25358,20210227T02Z,17883
20210227T01Z,25910,20210227T01Z,18215
20210227T00Z,25407,20210227T00Z,17938
20210226T23Z,25090,20210226T23Z,17494
20210226T22Z,25030,20210226T22Z,17416
20210226T21Z,25118,20210226T21Z,17573
20210226T20Z,25316,20210226T20Z,18056
20210226T19Z,25466,20210226T19Z,18336
20210226T18Z,25479,20210226T18Z,18669
20210226T17Z,25464,20210226T17Z,18701
20210226T16Z,25327,20210226T16Z,18578
20210226T15Z,24950,20210226T15Z,18639
20210226T14Z,24470,20210226T14Z,18326
20210226T13Z,23983,20210226T13Z,17820
20210226T12Z,22281,20210226T12Z,16440
20210226T11Z,20378,20210226T11Z,15294
20210226T10Z,19468,20210226T10Z,14862
20210226T09Z,19145,20210226T09Z,14769
20210226T08Z,19219,20210226T08Z,14763
20210226T07Z,19318,20210226T07Z,14863
20210226T06Z,19993,20210226T06Z,15165
20210226T05Z,21105,20210226T05Z,15831
20210226T04Z,22535,20210226T04Z,16553
20210226T03Z,24021,20210226T03Z,17143
20210226T02Z,24898,20210226T02Z,17436
20210226T01Z,25435,20210226T01Z,17533
20210226T00Z,24507,20210226T00Z,16707
20210225T23Z,23957,20210225T23Z,15984
20210225T22Z,23981,20210225T22Z,15593
20210225T21Z,23932,20210225T21Z,15624
20210225T20Z,23985,20210225T20Z,15772
20210225T19Z,23965,20210225T19Z,15987
20210225T18Z,23964,20210225T18Z,16194
20210225T17Z,24179,20210225T17Z,16448
20210225T16Z,24588,20210225T16Z,16854
20210225T15Z,25133,20210225T15Z,17263
20210225T14Z,25926,20210225T14Z,17611
20210225T13Z,26040,20210225T13Z,17398
20210225T12Z,24525,20210225T12Z,15949
20210225T11Z,22133,20210225T11Z,14459
20210225T10Z,20937,20210225T10Z,13809
20210225T09Z,20665,20210225T09Z,13598
20210225T08Z,20587,20210225T08Z,13566
20210225T07Z,20662,20210225T07Z,13688
20210225T06Z,20935,20210225T06Z,13986
20210225T05Z,21881,20210225T05Z,14821
20210225T04Z,23224,20210225T04Z,15772
20210225T03Z,24334,20210225T03Z,16555
20210225T02Z,25208,20210225T02Z,16884
20210225T01Z,25413,20210225T01Z,17044
20210225T00Z,24208,20210225T00Z,16203
20210224T23Z,23386,20210224T23Z,15553
20210224T22Z,23212,20210224T22Z,15369
20210224T21Z,23251,20210224T21Z,15368
